證期會代碼,公司簡稱,分類代碼,分類名稱
065634,CJ元大,0999,認購權證
065635,CK元大,0999,認購權證
065636,CL元大,0999,認購權證
065637,CM元大,0999,認購權證
065638,CN元大,0999,認購權證
065639,CP元大,0999,認購權證
065640,CQ元大,0999,認購權證
065641,CR元大,0999,認購權證
065642,亞東66,0999,認購權證
065643,亞東67,0999,認購權證
065644,亞東68,0999,認購權證
065645,亞東69,0999,認購權證
065646,亞東70,0999,認購權證
065647,亞東71,0999,認購權證
065648,亞東72,0999,認購權證
065649,富邦MN,0999,認購權證
065650,富邦MP,0999,認購權證
065651,富邦MQ,0999,認購權證
065652,富邦MR,0999,認購權證
065653,富邦MS,0999,認購權證
065654,富邦MT,0999,認購權證
065655,富邦MW,0999,認購權證
065656,富邦MX,0999,認購權證
065657,富邦MY,0999,認購權證
065658,富邦MZ,0999,認購權證
065659,富邦NA,0999,認購權證
065660,富邦NB,0999,認購權證
065661,富邦NC,0999,認購權證
065662,富邦ND,0999,認購權證
065663,富邦NE,0999,認購權證
065664,富邦NF,0999,認購權證
065665,富邦NG,0999,認購權證
065666,富邦NH,0999,認購權證
065667,國票FM,0999,認購權證
065668,國票FN,0999,認購權證
065669,國票FP,0999,認購權證
065670,國票FQ,0999,認購權證
065671,國票FR,0999,認購權證
065672,統一GX,0999,認購權證
065673,統一GY,0999,認購權證
065674,統一GZ,0999,認購權證
065675,統一HA,0999,認購權證
065676,統一HB,0999,認購權證
065677,元富JQ,0999,認購權證
065678,元富JR,0999,認購權證
065679,元富JS,0999,認購權證
065680,元富JT,0999,認購權證
065681,元富JU,0999,認購權證
065682,元富JV,0999,認購權證
065683,元富JW,0999,認購權證
065684,元富JX,0999,認購權證
065685,元富JY,0999,認購權證
065686,元富JZ,0999,認購權證
065687,元富KA,0999,認購權證
065688,元富KB,0999,認購權證
065689,元富KC,0999,認購權證
065690,元富KD,0999,認購權證
065691,日盛H4,0999,認購權證
065692,日盛H5,0999,認購權證
065693,日盛H6,0999,認購權證
065694,日盛H7,0999,認購權證
065695,CY元大,0999,認購權證
065696,CZ元大,0999,認購權證
065697,DA元大,0999,認購權證
065698,DB元大,0999,認購權證
065699,DC元大,0999,認購權證
065700,DD元大,0999,認購權證
065701,DE元大,0999,認購權證
065702,DF元大,0999,認購權證
065703,DG元大,0999,認購權證
065704,DH元大,0999,認購權證
065705,DI元大,0999,認購權證
065706,DJ元大,0999,認購權證
065707,DK元大,0999,認購權證
065708,DL元大,0999,認購權證
065709,DM元大,0999,認購權證
065710,DN元大,0999,認購權證
065711,DP元大,0999,認購權證
065712,DQ元大,0999,認購權證
065713,DR元大,0999,認購權證
065714,DS元大,0999,認購權證
065715,DT元大,0999,認購權證
065716,DU元大,0999,認購權證
065717,凱基DC,0999,認購權證
065718,凱基DD,0999,認購權證
065719,凱基DE,0999,認購權證
065720,凱基DF,0999,認購權證
065721,凱基DG,0999,認購權證
065722,凱基DJ,0999,認購權證
065723,凱基DK,0999,認購權證
065724,凱基DL,0999,認購權證
065725,凱基DM,0999,認購權證
065726,凱基DN,0999,認購權證
065727,凱基DP,0999,認購權證
065728,凱基DQ,0999,認購權證
065729,中信8H,0999,認購權證
065730,中信8J,0999,認購權證
065731,中信8K,0999,認購權證
065732,MM永豐,0999,認購權證
065733,MN永豐,0999,認購權證
065734,MP永豐,0999,認購權證
065735,MQ永豐,0999,認購權證
065736,MR永豐,0999,認購權證
065737,MS永豐,0999,認購權證
065738,MT永豐,0999,認購權證
065739,群益7H,0999,認購權證
065740,群益7I,0999,認購權證
065741,群益7J,0999,認購權證
065742,群益7K,0999,認購權證
065743,群益7L,0999,認購權證
065744,兆豐HK,0999,認購權證
065745,兆豐HL,0999,認購權證
065746,兆豐HM,0999,認購權證
065747,兆豐HN,0999,認購權證
065748,兆豐HP,0999,認購權證
065749,兆豐HQ,0999,認購權證
065750,亞東74,0999,認購權證
065751,亞東75,0999,認購權證
065752,亞東76,0999,認購權證
065753,亞東77,0999,認購權證
065754,亞東78,0999,認購權證
065755,亞東79,0999,認購權證
065756,亞東80,0999,認購權證
065757,亞東81,0999,認購權證
065758,亞東82,0999,認購權證
065759,富邦NK,0999,認購權證
065760,富邦NL,0999,認購權證
065761,富邦NM,0999,認購權證
065762,富邦NN,0999,認購權證
065763,富邦NP,0999,認購權證
065764,富邦NQ,0999,認購權證
065765,富邦NR,0999,認購權證
065766,富邦NS,0999,認購權證
065767,國票FS,0999,認購權證
065768,國票FT,0999,認購權證
065769,國票FU,0999,認購權證
065770,國票FV,0999,認購權證
065771,國票FW,0999,認購權證
065772,國票FX,0999,認購權證
065773,國票FY,0999,認購權證
065774,康和EQ,0999,認購權證
065775,康和ER,0999,認購權證
065776,康和ES,0999,認購權證
065777,康和ET,0999,認購權證
065778,康和EU,0999,認購權證
065779,康和EV,0999,認購權證
065780,康和EW,0999,認購權證
065781,康和EX,0999,認購權證
065782,康和EY,0999,認購權證
065783,康和EZ,0999,認購權證
065784,康和FA,0999,認購權證
065785,康和FB,0999,認購權證
065786,康和FC,0999,認購權證
065787,元富KM,0999,認購權證
065788,元富KN,0999,認購權證
065789,元富KP,0999,認購權證
065790,元富KQ,0999,認購權證
065791,元富KR,0999,認購權證
065792,元富KS,0999,認購權證
065793,元富KT,0999,認購權證
065794,元富KU,0999,認購權證
065795,統一HD,0999,認購權證
065796,統一HE,0999,認購權證
065797,統一HF,0999,認購權證
065798,統一HG,0999,認購權證
065799,統一HH,0999,認購權證
065800,統一HJ,0999,認購權證
065801,統一HK,0999,認購權證
065802,統一HL,0999,認購權證
065803,凱基DS,0999,認購權證
065804,凱基DT,0999,認購權證
065805,凱基DU,0999,認購權證
065806,凱基DV,0999,認購權證
065807,國泰FY,0999,認購權證
065808,國泰FZ,0999,認購權證
065809,國泰GA,0999,認購權證
065810,日盛H9,0999,認購權證
065811,MX永豐,0999,認購權證
065812,MY永豐,0999,認購權證
065813,群益7U,0999,認購權證
065814,群益7V,0999,認購權證
065815,群益7W,0999,認購權證
065816,群益7X,0999,認購權證
065817,群益7Y,0999,認購權證
065818,群益7Z,0999,認購權證
065819,群益8A,0999,認購權證
065820,群益8B,0999,認購權證
065821,群益8C,0999,認購權證
065822,群益8D,0999,認購權證
065823,群益8E,0999,認購權證
065824,群益8F,0999,認購權證
065825,中信8L,0999,認購權證
065826,中信8M,0999,認購權證
065827,EA元大,0999,認購權證
065828,EB元大,0999,認購權證
065829,EC元大,0999,認購權證
065830,ED元大,0999,認購權證
065831,國票GC,0999,認購權證
065832,國票GD,0999,認購權證
065833,國票GE,0999,認購權證
065834,統一HN,0999,認購權證
065835,統一HP,0999,認購權證
065836,統一HQ,0999,認購權證
065837,統一HR,0999,認購權證
065838,統一HS,0999,認購權證
065839,統一HU,0999,認購權證
065840,元富KX,0999,認購權證
065841,元富KY,0999,認購權證
065842,元富KZ,0999,認購權證
065843,元富LA,0999,認購權證
065844,元富LB,0999,認購權證
065845,元富LC,0999,認購權證
065846,康和FD,0999,認購權證
065847,康和FE,0999,認購權證
065848,EE元大,0999,認購權證
065849,EF元大,0999,認購權證
065850,凱基DZ,0999,認購權證
065851,凱基EA,0999,認購權證
065852,凱基EB,0999,認購權證
065853,凱基EC,0999,認購權證
065854,凱基ED,0999,認購權證
065855,凱基EE,0999,認購權證
065856,凱基EF,0999,認購權證
065857,凱基EG,0999,認購權證
065858,中信8P,0999,認購權證
065859,中信8Q,0999,認購權證
065860,中信8R,0999,認購權證
065861,中信8S,0999,認購權證
065862,中信8T,0999,認購權證
065863,富邦NW,0999,認購權證
065864,富邦NX,0999,認購權證
065865,富邦NY,0999,認購權證
065866,NE永豐,0999,認購權證
065867,NF永豐,0999,認購權證
065868,統一HY,0999,認購權證
065869,統一HZ,0999,認購權證
065870,兆豐HZ,0999,認購權證
065871,兆豐JC,0999,認購權證
065872,兆豐JD,0999,認購權證
065873,兆豐JE,0999,認購權證
065874,兆豐JF,0999,認購權證
065875,兆豐JG,0999,認購權證
065876,兆豐JH,0999,認購權證
065877,兆豐JJ,0999,認購權證
065878,兆豐JK,0999,認購權證
065879,兆豐JL,0999,認購權證
065880,康和FG,0999,認購權證
065881,康和FH,0999,認購權證
065882,中信8W,0999,認購權證
065883,EH元大,0999,認購權證
065884,EI元大,0999,認購權證
065885,日盛J4,0999,認購權證
065886,日盛J5,0999,認購權證
065887,日盛J6,0999,認購權證
065888,日盛J7,0999,認購權證
065889,日盛J8,0999,認購權證
065890,凱基EH,0999,認購權證
065891,永昌DL,0999,認購權證
065892,永昌DM,0999,認購權證
065893,永昌DN,0999,認購權證
065894,永昌DP,0999,認購權證
065895,永昌DQ,0999,認購權證
065896,NG永豐,0999,認購權證
065897,臺銀40,0999,認購權證
065898,臺銀41,0999,認購權證
065899,01富邦,0999,認購權證
065900,02富邦,0999,認購權證
065901,國票GF,0999,認購權證
065902,國票GG,0999,認購權證
065903,國票GH,0999,認購權證
065904,元富LG,0999,認購權證
065905,元富LH,0999,認購權證
065906,元富LJ,0999,認購權證
065907,統一JG,0999,認購權證
065908,EL元大,0999,認購權證
065909,EM元大,0999,認購權證
065910,EN元大,0999,認購權證
065911,EP元大,0999,認購權證
065912,EQ元大,0999,認購權證
065913,ER元大,0999,認購權證
065914,ES元大,0999,認購權證
065915,日盛J9,0999,認購權證
065916,日盛K1,0999,認購權證
065917,日盛K2,0999,認購權證
065918,日盛K3,0999,認購權證
065919,國泰GE,0999,認購權證
065920,國泰GF,0999,認購權證
065921,凱基EM,0999,認購權證
065922,凱基EN,0999,認購權證
065923,凱基EP,0999,認購權證
065924,凱基ER,0999,認購權證
065925,凱基ES,0999,認購權證
065926,凱基EU,0999,認購權證
065927,亞東85,0999,認購權證
065928,兆豐JM,0999,認購權證
065929,兆豐JN,0999,認購權證
065930,兆豐JP,0999,認購權證
065931,兆豐JQ,0999,認購權證
065932,兆豐JR,0999,認購權證
065933,兆豐JS,0999,認購權證
065934,兆豐JT,0999,認購權證
065935,兆豐JU,0999,認購權證
065936,兆豐JV,0999,認購權證
065937,兆豐JW,0999,認購權證
065938,兆豐JX,0999,認購權證
065939,兆豐JY,0999,認購權證
065940,兆豐JZ,0999,認購權證
065941,群益8G,0999,認購權證
065942,群益8H,0999,認購權證
065943,群益8I,0999,認購權證
065944,群益8J,0999,認購權證
065945,群益8K,0999,認購權證
065946,群益8L,0999,認購權證
065947,群益8M,0999,認購權證
065948,群益8N,0999,認購權證
065949,群益8Q,0999,認購權證
065950,群益8R,0999,認購權證
065951,群益8S,0999,認購權證
065952,群益8T,0999,認購權證
065953,NH永豐,0999,認購權證
065954,NI永豐,0999,認購權證
065955,NJ永豐,0999,認購權證
065956,NL永豐,0999,認購權證
065957,元富LL,0999,認購權證
065958,04富邦,0999,認購權證
065959,中信8X,0999,認購權證
065960,日盛K4,0999,認購權證
065961,國泰GG,0999,認購權證
065962,凱基EW,0999,認購權證
065963,凱基EX,0999,認購權證
065964,ET元大,0999,認購權證
065965,EU元大,0999,認購權證
065966,NM永豐,0999,認購權證
065967,NN永豐,0999,認購權證
065968,NP永豐,0999,認購權證
065969,群益8V,0999,認購權證
065970,群益8W,0999,認購權證
065971,群益8X,0999,認購權證
065972,群益8Y,0999,認購權證
065973,群益8Z,0999,認購權證
065974,國票GL,0999,認購權證
065975,國票GM,0999,認購權證
065976,元富LQ,0999,認購權證
065977,統一JH,0999,認購權證
065978,統一JJ,0999,認購權證
065979,康和FJ,0999,認購權證
065980,05富邦,0999,認購權證
065981,06富邦,0999,認購權證
065982,07富邦,0999,認購權證
065983,08富邦,0999,認購權證
065984,日盛K5,0999,認購權證
065985,凱基EY,0999,認購權證
065986,凱基EZ,0999,認購權證
065987,凱基FA,0999,認購權證
065988,EW元大,0999,認購權證
065989,EX元大,0999,認購權證
065990,EY元大,0999,認購權證
065991,EZ元大,0999,認購權證
065992,FA元大,0999,認購權證
065993,中信8Y,0999,認購權證
065994,中信8Z,0999,認購權證
065995,中信9A,0999,認購權證
065996,工銀NN,0999,認購權證
065997,NR永豐,0999,認購權證
065998,NS永豐,0999,認購權證
065999,NT永豐,0999,認購權證
066000,NU永豐,0999,認購權證
066001,國票GN,0999,認購權證
066002,元富LS,0999,認購權證
066003,元富LT,0999,認購權證
066004,統一JL,0999,認購權證
066005,統一JM,0999,認購權證
066006,統一JN,0999,認購權證
066007,統一JP,0999,認購權證
066008,統一JQ,0999,認購權證
066009,亞東86,0999,認購權證
066010,亞東87,0999,認購權證
066011,亞東88,0999,認購權證
066012,亞東89,0999,認購權證
066013,亞東90,0999,認購權證
066014,亞東91,0999,認購權證
066015,10富邦,0999,認購權證
066016,11富邦,0999,認購權證
066017,12富邦,0999,認購權證
066018,FB元大,0999,認購權證
066019,FC元大,0999,認購權證
066020,FD元大,0999,認購權證
066021,FE元大,0999,認購權證
066022,FF元大,0999,認購權證
066023,中信9B,0999,認購權證
066024,中信9C,0999,認購權證
066025,中信9D,0999,認購權證
066026,中信9E,0999,認購權證
066027,中信9F,0999,認購權證
066028,統一JU,0999,認購權證
066029,統一JV,0999,認購權證
066030,統一JW,0999,認購權證
066031,統一JX,0999,認購權證
066032,元富LU,0999,認購權證
066033,元富LV,0999,認購權證
066034,元富LW,0999,認購權證
066035,元富LX,0999,認購權證
066036,國票GQ,0999,認購權證
066037,國票GR,0999,認購權證
066038,日盛K6,0999,認購權證
066039,日盛K7,0999,認購權證
066040,兆豐KE,0999,認購權證
066041,兆豐KF,0999,認購權證
066042,兆豐KG,0999,認購權證
066043,兆豐KH,0999,認購權證
066044,兆豐KJ,0999,認購權證
066045,兆豐KK,0999,認購權證
066046,兆豐KL,0999,認購權證
066047,兆豐KM,0999,認購權證
066048,兆豐KN,0999,認購權證
066049,兆豐KP,0999,認購權證
066050,兆豐KQ,0999,認購權證
066051,兆豐KR,0999,認購權證
066052,兆豐KS,0999,認購權證
066053,兆豐KT,0999,認購權證
066054,亞東93,0999,認購權證
066055,亞東94,0999,認購權證
066056,亞東95,0999,認購權證
066057,亞東96,0999,認購權證
066058,亞東97,0999,認購權證
066059,亞東98,0999,認購權證
066060,群益9A,0999,認購權證
066061,群益9B,0999,認購權證
066062,群益9C,0999,認購權證
066063,群益9D,0999,認購權證
066064,群益9E,0999,認購權證
066065,群益9F,0999,認購權證
066066,群益9G,0999,認購權證
066067,群益9H,0999,認購權證
066068,群益9I,0999,認購權證
066069,群益9J,0999,認購權證
066070,NV永豐,0999,認購權證
066071,NW永豐,0999,認購權證
066072,NX永豐,0999,認購權證
066073,NY永豐,0999,認購權證
066074,NZ永豐,0999,認購權證
066075,永豐01,0999,認購權證
066076,15富邦,0999,認購權證
066077,16富邦,0999,認購權證
066078,17富邦,0999,認購權證
066079,18富邦,0999,認購權證
066080,19富邦,0999,認購權證
066081,康和FK,0999,認購權證
066082,22富邦,0999,認購權證
066083,日盛K9,0999,認購權證
066084,日盛L1,0999,認購權證
066085,凱基FC,0999,認購權證
066086,凱基FE,0999,認購權證
